time,e1,e2,em1,em2,r1,r2,rm1,rm2,tau1,tau2,taum1,taum2
0.61005086,-0.24865186,0.04888214,-0.32641232,-0.028878272,-0.86189675,0.1690121,-1.0120562,0.01885271,-1.0430529,0.70040214,-0.9452107,0.7955306
0.61505127,-0.2504691,0.049249813,-0.26509953,0.03461936,-0.86079514,0.17598704,-0.9648651,0.07191712,-0.9919443,0.7281051,-1.2271667,0.6109064
0.6200517,-0.2522627,0.049648598,-0.178249,0.12366228,-0.85958207,0.18321177,-0.62672997,0.41606382,-0.9413448,0.75545615,-0.6918552,0.9099604
0.6250521,-0.25403237,0.050079465,-0.1950692,0.109042674,-0.8582569,0.19068897,-0.60595816,0.44298774,-0.8912852,0.78244114,-0.44541866,1.1521329
0.6300525,-0.25577772,0.050543353,-0.27959776,0.02672334,-0.85681903,0.19842091,-0.92024386,0.13499609,-0.84179455,0.80904895,-0.69601923,0.94023275
0.6350529,-0.2574985,0.051041186,-0.39424002,-0.08570032,-0.85526776,0.20640934,-0.8804492,0.18122795,-0.7928988,0.83526975,-0.8335713,0.76985794
0.64005333,-0.25919425,0.051573917,-0.22984576,0.080922425,-0.8536019,0.2146559,-0.93248814,0.13576972,-0.7446222,0.86109537,-1.0049984,0.5870954
0.64505374,-0.26086485,0.05214247,-0.26526713,0.04774025,-0.85182065,0.22316146,-0.9570834,0.11789882,-0.69698644,0.88651836,-0.6802404,0.84638125
0.65005416,-0.26250982,0.0527478,-0.36218584,-0.046928152,-0.8499224,0.23192671,-1.0269595,0.05488971,-0.65001017,0.911535,-0.24009678,1.2305876
0.65505457,-0.26412892,0.05339086,-0.33987582,-0.022355974,-0.84790576,0.24095172,-0.99789107,0.09096652,-0.6037101,0.93614155,-0.9511474,0.6352931
0.660055,-0.2657218,0.054072514,-0.519745,-0.19995067,-0.84576905,0.250236,-1.4927992,-0.39679408,-0.558102,0.9603358,-1.032528,0.5656223
0.6650554,-0.26728797,0.054793715,-0.21369648,0.108385175,-0.84351,0.2597785,-0.80094266,0.30234575,-0.5131954,0.98411906,-0.86406183,0.7462019
0.67005587,-0.26882732,0.055555373,-0.4899578,-0.16557506,-0.8411268,0.26957792,-1.0137694,0.09693542,-0.4690016,1.0074924,-1.1068872,0.46130127
0.6750563,-0.27033937,0.056358323,-0.42514598,-0.098448336,-0.8386171,0.27963176,-1.1389688,-0.020720065,-0.4255243,1.0304611,-0.87561727,0.59593755
0.6800567,-0.27182376,0.057203427,-0.2465527,0.0824745,-0.83597815,0.2899374,-0.65510666,0.47080892,-0.3827682,1.0530295,-0.7767974,0.6562832
0.6850571,-0.27328026,0.058091536,-0.31150055,0.019871265,-0.83320755,0.3004916,-0.9404111,0.19328809,-0.34073204,1.0752072,-0.46299905,0.87973
0.6900575,-0.27470815,0.059023485,-0.30829263,0.025439024,-0.83030164,0.31129012,-0.94533837,0.19625342,-0.29941452,1.0970025,-0.48275578,0.9217082
0.6950579,-0.27610743,0.060000002,-0.3775047,-0.041397214,-0.827258,0.3223282,-0.7705111,0.3790752,-0.2588097,1.1184273,-0.59754467,0.97189856
0.70005834,-0.2774775,0.061021894,-0.49656725,-0.15806791,-0.8240727,0.3336007,-1.4097977,-0.25212437,-0.21890831,1.1394948,0.43085337,1.6457943
0.70505875,-0.278818,0.062089846,-0.34454477,-0.0036369264,-0.8207425,0.34510133,-0.85513794,0.3107058,-0.17969865,1.1602209,-0.14362454,1.2698853
0.71005917,-0.28012848,0.06320457,-0.22223663,0.12109639,-0.81726325,0.3568233,-0.44762397,0.7264625,-0.14116675,1.1806221,-0.019359171,1.2291802
0.7150596,-0.28140855,0.06436665,-0.3422078,0.0035673976,-0.8136312,0.368759,-0.8092848,0.37310535,-0.10329443,1.2007179,-0.24864459,1.1079564
0.72006,-0.28265762,0.06557672,-0.42528927,-0.07705495,-0.8098418,0.3809003,-1.4683714,-0.27762932,-0.06605971,1.2205291,0.016038299,1.3423839
0.7250604,-0.28387535,0.066835314,-0.09922218,0.2514885,-0.8058909,0.39323813,-0.5272051,0.671924,-0.029439688,1.2400779,0.018504143,1.2951912
0.7300608,-0.28506112,0.06814295,-0.3034792,0.049724817,-0.80177367,0.40576273,-0.78735816,0.42017817,0.0065927505,1.2593887,0.24249649,1.3410316
0.7350612,-0.2862146,0.069500074,-0.34593582,0.009778827,-0.7974857,0.41846374,-0.7946368,0.4213126,0.04206741,1.278488,-0.22998786,1.0085541
0.7400617,-0.28733492,0.07090707,-0.30088043,0.057361603,-0.79302126,0.43132988,-0.8268872,0.39746404,0.07701802,1.297403,0.28240538,1.2969528
0.7450621,-0.28842187,0.072364226,-0.34931815,0.011467993,-0.78837603,0.44434908,-0.6714514,0.5612738,0.11147964,1.3161628,0.11430073,1.2797439
0.7500625,-0.28947484,0.073871836,-0.43569624,-0.07234958,-0.78354454,0.45750868,-1.011682,0.22937116,0.14549279,1.334799,0.093816996,1.1586881
0.75506294,-0.29049313,0.075430065,-0.14579916,0.2201241,-0.77852124,0.47079536,-0.8822194,0.36709732,0.17909646,1.3533427,0.16162777,1.4035611
